,FLIPPABLE,MLSNUM,SOLDPRICE,DOM,ZIP,BEDS,BATHS,SQFT,AGE,LOTSIZE,GARAGE,PROPTYPE_CAT,STYLE_CAT,ZIP_CAT,SOLDDATE_CAT,IMAGES
63879,False,72006417,369900.0,65,,4,2.5,3000,48,,2,0,21,368,736174,4
63880,False,72006493,328000.0,78,,3,2.0,1432,25,,2,0,12,193,736174,6
63884,False,72006857,295500.0,63,,3,2.5,1728,13,,2,0,3,302,736174,6
63886,False,72006935,270000.0,73,,3,1.0,1900,118,,0,0,3,165,736174,3
63888,False,72007049,522000.0,83,,4,2.5,2900,29,,3,0,3,196,736174,4
63895,False,72007293,309000.0,41,,4,1.5,1907,22,,0,0,3,273,736174,3
63900,False,72007534,670000.0,42,,4,3.5,3546,19,,2,0,8,221,736174,3
63901,False,72007598,426000.0,69,,4,2.0,1950,48,,0,0,52,291,736174,5
63905,False,72007682,380000.0,6,,3,2.0,1284,138,,0,0,1,237,736174,4
63906,False,72007711,702500.0,33,,4,2.5,2400,63,,2,0,3,53,736174,5
63909,False,72007765,204000.0,7,,2,1.5,1274,88,,1,0,1,300,736174,3
63910,False,72007802,242000.0,37,,4,1.5,1800,98,,1,0,42,306,736174,6
63913,False,72007898,410000.0,116,,4,3.5,2746,20,,2,0,3,352,736174,4
63914,False,72007940,245000.0,35,,3,1.0,1146,61,,0,0,6,45,736174,4
63917,False,72008183,226000.0,56,,3,1.0,840,58,,0,0,6,153,736174,4
63918,False,72008252,742600.0,8,,3,1.0,1408,90,,1,0,3,64,736174,8
63920,False,72008275,225000.0,36,,3,2.0,1305,93,,0,0,1,363,736174,3
63921,False,72008278,625000.0,50,,4,2.0,1774,91,,1,0,3,39,736174,3
63923,False,72008356,885000.0,20,,5,3.5,4272,108,,3,0,15,71,736174,3
63924,False,72008380,269000.0,19,,3,1.0,1344,68,,1,0,3,357,736174,4
63925,False,72008394,935000.0,8,,4,2.5,2018,98,,2,0,3,56,736174,3
63926,False,72008405,324900.0,35,,3,1.5,1656,23,,0,0,1,201,736174,4
63927,False,72008477,350000.0,55,,3,1.5,1196,47,,0,0,6,46,736174,6
63928,False,72008492,335000.0,29,,3,2.0,2034,45,,0,0,43,46,736174,6
63931,False,72008518,310000.0,4,,3,2.5,1806,73,,1,0,1,360,736174,4
63934,False,72008652,686000.0,6,,4,2.5,3118,19,,2,0,3,317,736174,2
63935,False,72008656,405000.0,70,,3,2.0,1631,70,,1,0,1,254,736174,4
63936,False,72008754,207500.0,32,,4,1.0,2262,60,,1,0,0,167,736174,8
63937,False,72008771,432000.0,72,,4,2.0,1918,48,,0,0,43,292,736174,6
63938,False,72008773,780000.0,25,,3,2.0,2163,78,,2,0,59,219,736174,3
63941,False,72008829,670000.0,71,,4,2.0,2575,68,,2,0,3,75,736174,3
63942,False,72008862,165000.0,4,,3,2.0,1531,79,,1,0,1,303,736174,3
63943,False,72008867,572000.0,54,,3,1.5,2205,122,,0,0,3,39,736174,4
63945,False,72009034,225000.0,21,,3,2.0,1638,56,,1,0,1,380,736174,4
63946,False,72009160,309900.0,36,,3,1.0,1250,92,,1,0,3,92,736174,6
63950,False,72009215,235000.0,42,,3,1.5,1890,29,,0,0,3,369,736174,4
63952,False,72009278,650000.0,19,,4,2.5,2312,60,,2,0,6,75,736174,3
63953,False,72009290,270000.0,31,,4,1.5,1568,54,,2,0,3,45,736174,4
63954,False,72009342,295000.0,27,,3,2.0,1032,68,,1,0,6,212,736174,3
63955,False,72009351,390000.0,74,,3,2.0,2115,188,,0,0,1,205,736174,3
63956,False,72009355,435000.0,14,,4,2.0,1564,31,,1,0,43,74,736174,2
63957,False,72009399,380660.0,35,,3,2.5,2000,2,,2,0,3,368,736174,3
63958,False,72009411,755000.0,19,,4,2.5,2518,51,,2,0,42,88,736174,4
63959,False,72009430,315000.0,36,,3,2.0,1800,48,,1,0,7,202,736174,6
63960,False,72009440,411000.0,60,,3,2.5,2010,34,,2,0,3,310,736174,3
63961,False,72009447,315000.0,19,,3,2.0,1580,46,,0,0,6,102,736174,4
63963,False,72009532,365000.0,18,,5,1.5,1560,58,,1,0,86,250,736174,2
63964,False,72009609,862500.0,39,,4,3.0,2268,89,,1,0,3,79,736174,2
63966,False,72009740,405000.0,40,,5,2.5,2155,158,,0,0,3,27,736174,4
63972,False,72010031,224000.0,63,,3,1.0,1120,68,,3,0,2,320,736174,4
63973,False,72010073,233000.0,57,,3,2.0,1713,119,,1,0,1,306,736174,3
63976,False,72010281,327000.0,46,,4,2.0,1469,118,,2,0,3,97,736174,2
63977,False,72010303,405000.0,23,,4,2.5,2276,29,,2,0,3,371,736174,3
63978,False,72010316,162000.0,18,,3,1.5,1412,104,,0,0,26,170,736174,2
63980,False,72010364,455000.0,23,,3,2.5,3600,26,,2,0,3,273,736174,8
63986,False,72010719,493000.0,18,,3,2.0,1765,68,,0,0,3,230,736174,2
63988,False,72010918,705000.0,44,,3,2.5,2729,17,,2,0,12,264,736174,4
63990,False,72010965,182500.0,43,,3,1.5,1344,79,,1,0,1,306,736174,9
63991,False,72010985,226000.0,21,,4,2.0,1536,93,,0,0,0,180,736174,4
63992,False,72011012,247500.0,5,,4,1.5,1556,118,,3,0,3,190,736174,7
63994,False,72011253,662000.0,4,,3,1.5,1520,118,,0,0,0,10,736174,7
63996,False,72011277,335000.0,35,,3,1.0,1175,83,,2,0,50,245,736174,2
63997,False,72011320,440000.0,7,,3,1.5,1470,60,,0,0,3,223,736174,3
63999,False,72011524,278000.0,35,,3,1.5,1574,53,,2,0,6,354,736174,2
64002,False,72011689,655000.0,22,,4,2.5,2444,47,,2,0,3,34,736174,4
64003,False,72011723,476500.0,20,,4,3.0,2657,28,,1,0,10,247,736174,6
64005,False,72011756,292000.0,69,,3,1.0,1444,108,,1,0,1,197,736174,2
64010,False,72012037,404000.0,3,,3,2.0,2016,26,,2,0,3,194,736174,5
64011,False,72012115,340000.0,55,,4,1.5,1886,81,,1,0,3,357,736174,3
64013,False,72012142,565000.0,51,,3,2.5,2334,40,,2,0,43,255,736174,4
64014,False,72012155,475000.0,64,,3,2.0,1803,59,,1,0,6,250,736174,1
64015,False,72012162,520000.0,20,,4,2.5,2078,25,,2,0,3,200,736174,6
64019,False,72012256,360000.0,29,,2,1.0,850,97,,0,0,3,42,736174,3
64020,False,72012269,213400.0,11,,3,1.5,1470,18,,0,0,3,368,736174,4
64021,False,72012313,324000.0,36,,2,1.0,1254,70,,1,0,6,154,736174,2
64022,False,72012358,430000.0,34,,4,2.5,2512,18,,2,0,3,311,736174,4
64023,False,72012408,1610000.0,14,,5,3.5,4689,130,,1,0,15,63,736174,1
64029,False,72012693,579900.0,58,,4,2.5,2016,23,,2,0,3,298,736174,5
64031,False,72012714,375000.0,7,,4,2.0,1764,34,,2,0,3,36,736174,1
64033,False,72012719,240000.0,53,,3,1.0,1040,65,,0,0,6,203,736174,3
64035,False,72012802,320000.0,20,,4,2.5,1600,43,,2,0,3,102,736174,4
64037,False,72012870,190000.0,61,,2,2.0,1182,65,,0,0,2,317,736174,3
64039,False,72012988,315000.0,24,,4,1.0,1624,108,,0,0,3,218,736174,3
64041,False,72013117,587500.0,40,,4,2.5,2788,24,,2,0,3,268,736174,2
64043,False,72013123,235000.0,40,,3,2.0,1742,93,,1,0,3,274,736174,5
64044,False,72013148,237500.0,60,,3,2.0,1577,17,,2,0,7,340,736174,3
64045,False,72013228,182000.0,31,,3,1.0,1370,89,,1,0,31,302,736174,1
64046,False,72013359,495000.0,23,,3,2.5,2093,49,,2,0,1,225,736174,4
64047,False,72013505,1222500.0,50,,3,2.5,1888,8,,0,0,119,140,736174,6
64048,False,72013556,659000.0,22,,4,3.5,3745,21,,3,0,3,172,736174,6
64049,False,72013564,293000.0,50,,3,2.5,1936,33,,2,0,600,341,736174,3
64052,False,72013771,350000.0,69,,2,1.0,1324,71,,0,0,6,254,736174,3
64055,False,72013839,201500.0,26,,3,1.0,912,64,,0,0,6,97,736174,4
64057,False,72013971,396000.0,17,,3,3.0,2876,58,,1,0,10,207,736174,7
64058,False,72014143,415000.0,63,,3,1.5,1414,118,,0,0,15,241,736174,4
64060,False,72014221,510000.0,49,,3,1.5,2502,68,,1,0,1,255,736174,3
64061,False,72014269,385000.0,63,,3,2.5,1900,34,,2,0,9,319,736174,5
64062,False,72014296,910000.0,41,,4,3.0,2468,108,,1,0,1,81,736174,4
64063,False,72014350,170000.0,37,,2,1.0,1232,63,,1,0,6,333,736174,3
64064,False,72014375,351500.0,49,,3,2.5,1872,8,,0,0,3,191,736174,7
64066,False,72014415,314900.0,42,,3,2.0,1642,58,,0,0,6,229,736174,3
64068,False,72014428,480000.0,15,,3,2.0,2032,46,,1,0,10,42,736174,5
64072,False,72014530,205000.0,11,,2,1.5,1270,30,,1,0,43,369,736174,4
64073,False,72014597,620000.0,12,,4,2.0,2540,63,,1,0,6,61,736174,3
64076,False,72014662,325000.0,4,,3,1.5,1571,43,,1,0,6,72,736174,5
64077,False,72014669,318000.0,58,,3,2.0,1700,30,,0,0,7,95,736174,1
64078,False,72014775,160000.0,46,,3,1.0,954,64,,0,0,6,369,736174,1
64079,False,72014791,269900.0,34,,4,2.0,1729,138,,0,0,1,307,736174,2
64080,False,72014866,889000.0,58,,4,3.5,2508,78,,2,0,3,39,736174,3
64081,False,72014884,335000.0,21,,3,1.0,1198,94,,0,0,3,244,736174,2
64082,False,72014940,337500.0,58,,3,2.5,2148,16,,2,0,3,546,736174,4
64083,False,72014977,1127000.0,9,,5,2.0,1825,123,,2,0,15,24,736174,1
64085,False,72014986,446000.0,30,,2,1.5,1098,109,,0,0,37,8,736174,1
64086,False,72015017,1245000.0,20,,3,2.5,2433,81,,1,0,3,82,736174,6
64087,False,72015083,329900.0,43,,3,1.0,1412,54,,2,0,6,312,736174,3
64089,False,72015104,625000.0,54,,4,2.5,2676,21,,2,0,3,46,736174,2
64090,False,72015111,240000.0,20,,2,1.0,1008,54,,1,0,6,236,736174,2
64092,False,72015193,1156000.0,300,,4,4.0,5043,25,,3,0,12,293,736174,5
64094,False,72015291,374900.0,27,,3,1.5,1224,68,,1,0,1,0,736174,1
64095,False,72015337,625000.0,35,,4,3.5,3162,48,,2,0,26,258,736174,8
64097,False,72015359,535000.0,19,,3,3.0,2300,100,,2,0,3,35,736174,3
64098,False,72015390,525000.0,29,,4,2.5,3197,77,,0,0,3,35,736174,7
64099,False,72015605,225000.0,36,,4,1.5,1172,116,,1,0,3,303,736174,3
64101,False,72015644,438000.0,61,,3,3.0,2201,23,,2,0,72,310,736174,4
64102,False,72015654,2395000.0,15,,4,2.5,3495,12,,2,0,40,220,736174,4
64106,False,72015859,798000.0,21,,4,2.5,1888,50,,2,0,3,219,736174,2
64108,False,72015958,426000.0,21,,4,2.5,2330,14,,2,0,3,350,736174,4
64112,False,72016012,1310000.0,9,,4,2.5,3368,39,,2,0,3,89,736174,9
64113,False,72016014,406000.0,58,,3,2.0,1259,78,,1,0,2,217,736174,3
64114,False,72016049,499000.0,22,,3,2.5,2108,35,,0,0,3,248,736174,9
64115,False,72016070,350000.0,20,,3,2.5,2156,17,,0,0,3,235,736174,4
64117,False,72016159,409900.0,21,,3,2.5,2248,5,,2,0,3,321,736174,4
64119,False,72016169,194900.0,44,,2,1.0,962,78,,0,0,2,186,736174,1
64121,False,72016221,1150000.0,9,,3,2.5,2162,60,,1,0,3,53,736174,1
64123,False,72016253,300000.0,25,,4,2.0,1646,59,,1,0,1,368,736174,4
64126,False,72016352,354600.0,4,,3,2.0,1578,118,,0,0,6,209,736174,2
64131,False,72016457,300599.0,15,,3,2.5,1704,46,,1,0,12,554,736174,2
64133,False,72016496,950000.0,13,,4,3.0,2192,128,,0,0,3,9,736174,6
64134,False,72016506,350000.0,59,,3,2.0,1880,112,,1,0,85,272,736174,3
64138,False,72016580,325000.0,19,,2,1.0,930,68,,1,0,6,290,736174,3
64139,False,72016592,357900.0,52,,3,1.0,1108,48,,0,0,6,291,736174,3
64141,False,72016750,267500.0,3,,3,1.5,1878,50,,0,0,43,357,736174,1
64142,False,72016758,322500.0,18,,3,1.5,2534,26,,0,0,3,274,736174,3
64143,False,72016778,934000.0,24,,4,4.5,4977,18,,3,0,3,315,736174,4
64145,False,72016929,349900.0,19,,3,2.0,2037,53,,2,0,1,229,736174,3
64146,False,72016952,314900.0,58,,3,2.0,1500,123,,0,0,58,203,736174,3
64147,False,72017006,515000.0,21,,4,3.0,3404,16,,2,0,3,98,736174,7
64150,False,72017097,1305000.0,13,,4,3.5,2785,91,,2,0,3,67,736174,1
64151,False,72017100,945000.0,22,,3,2.5,2362,67,,2,0,1,81,736174,3
64153,False,72017219,180000.0,16,,1,1.0,982,77,,1,0,1,272,736174,3
64155,False,72017354,315000.0,34,,3,2.5,1610,10,,2,0,3,303,736174,2
64157,False,72017607,257300.0,11,,3,2.0,1182,188,,1,0,3,367,736174,4
64160,False,72017776,425000.0,32,,3,2.0,1726,67,,2,0,6,214,736174,3
64161,False,72017783,540000.0,39,,3,2.5,3196,31,,2,0,3,153,736174,3
64162,False,72017848,549900.0,12,,3,2.5,2004,77,,1,0,3,238,736174,3
64164,False,72018079,415000.0,21,,3,2.5,2170,33,,2,0,3,111,736174,4
64165,False,72018114,250250.0,19,,2,1.0,1426,45,,0,0,162,201,736174,3
64166,False,72018144,670000.0,36,,3,2.5,2512,19,,2,0,3,298,736174,4
64174,False,72018867,252000.0,14,,2,1.0,1234,56,,0,0,6,497,736174,3
64175,False,72018902,409000.0,8,,4,2.0,2490,29,,2,0,3,45,736174,4
64177,False,72019024,475000.0,51,,3,2.0,1498,23,,0,0,1,84,736174,3
64178,False,72019084,510000.0,25,,3,2.5,2439,29,,2,0,3,187,736174,4
64183,False,72019269,615000.0,54,,4,2.5,3360,6,,2,0,3,362,736174,4
64184,False,72019286,361500.0,34,,5,2.0,2304,21,,2,0,3,345,736174,5
64185,False,72019299,242000.0,36,,4,2.0,1591,40,,0,0,1,146,736174,3
64186,False,72019306,480000.0,20,,4,2.0,1862,54,,0,0,33,238,736174,1
64188,False,72019448,543000.0,27,,3,2.0,1864,128,,2,0,3,240,736174,6
64189,False,72019510,153000.0,34,,2,2.0,860,67,,0,0,6,205,736174,6
64191,False,72019624,459900.0,23,,3,2.0,1669,60,,2,0,6,223,736174,8
64195,False,72019786,410000.0,45,,4,3.5,1550,118,,0,0,3,32,736174,3
64196,False,72019795,415000.0,17,,2,1.5,992,71,,1,0,29,65,736174,4
64197,False,72019831,361000.0,45,,3,1.5,1870,88,,0,0,1,48,736174,3
64199,False,72019881,400000.0,30,,3,1.0,1114,78,,1,0,1,35,736174,3
64200,False,72019901,710000.0,20,,4,2.0,1522,118,,0,0,3,10,736174,1
64201,False,72019920,486000.0,20,,4,2.5,1964,21,,2,0,3,37,736174,7
64208,False,72020186,440000.0,29,,4,1.5,2176,88,,0,0,3,294,736174,4
64209,False,72020195,330000.0,6,,3,1.0,1316,98,,1,0,3,246,736174,2
64210,False,72020200,410000.0,28,,3,2.5,2000,48,,0,0,425,277,736174,2
64211,False,72020222,350000.0,8,,3,1.0,1296,63,,1,0,1,254,736174,3
64212,False,72020260,576000.0,6,,3,2.0,2107,58,,0,0,1,65,736174,6
64216,False,72020425,441000.0,4,,2,1.5,1379,47,,1,0,6,230,736174,3
64219,False,72020540,289900.0,35,,3,2.0,1094,41,,1,0,7,320,736174,4
64222,False,72020680,675000.0,2,,4,2.5,3497,32,,2,0,12,70,736174,4
64223,False,72020704,425000.0,19,,3,1.0,1140,96,,1,0,3,242,736174,3
64225,False,72020746,210000.0,46,,2,1.0,884,69,,0,0,6,148,736174,3
64229,False,72020987,220000.0,49,,3,1.0,1126,60,,1,0,6,561,736174,3
64230,False,72021057,282000.0,8,,3,2.0,1822,46,,1,0,43,146,736174,2
64231,False,72021066,285000.0,49,,4,2.0,2962,83,,2,0,33,370,736174,4
64233,False,72021249,275000.0,18,,5,3.0,1725,51,,2,0,7,197,736174,2
64236,False,72021451,260900.0,18,,2,1.0,1260,39,,2,0,1,375,736174,4
64237,False,72021486,219000.0,42,,2,1.0,864,71,,1,0,6,101,736174,3
64242,False,72022354,365000.0,4,,3,1.5,1662,108,,0,0,3,276,736174,3
64245,False,72022654,235000.0,44,,2,1.0,1121,93,,0,0,2,167,736174,7
64246,False,72022941,388500.0,37,,3,2.0,1462,57,,1,0,6,294,736174,6
64248,False,72023041,388500.0,21,,3,1.5,1328,75,,0,0,1,40,736174,4
64249,False,72023115,485000.0,41,,4,2.0,1296,60,,0,0,7,244,736174,10
64254,False,72023394,850000.0,12,,3,2.5,2539,63,,2,0,6,65,736174,4
64255,False,72023404,427500.0,35,,3,2.0,1230,78,,0,0,3,0,736174,3
64256,False,72023436,190000.0,0,,2,1.0,1176,101,,0,0,1,245,736174,4
64257,False,72023475,320000.0,44,,3,1.0,1174,128,,0,0,3,26,736174,2
64258,False,72023481,344000.0,45,,3,1.5,1932,19,,0,0,3,72,736174,3
64261,False,72023745,346000.0,30,,5,2.0,1801,54,,0,0,0,129,736174,1
64263,False,72023850,849000.0,41,,3,2.5,2457,70,,1,0,3,39,736174,3
64270,False,72024216,559000.0,3,,3,2.5,2729,25,,2,0,3,50,736174,4
64272,False,72024357,549900.0,26,,4,2.5,2944,19,,2,0,3,365,736174,4
64273,False,72024503,310000.0,4,,3,2.0,1344,44,,0,0,1,235,736174,4
64276,False,72024708,665000.0,16,,4,3.0,2876,268,,0,0,37,221,736174,2
64278,False,72024936,434000.0,34,,4,2.0,1700,98,,2,0,98,28,736174,4
64279,False,72025021,310000.0,27,,3,2.0,1480,88,,1,0,3,197,736174,1
64280,False,72025178,340000.0,6,,3,1.0,1570,88,,0,0,3,28,736174,2
64283,False,72025361,154600.0,44,,3,1.0,957,73,,0,0,29,146,736174,4
64284,False,72025517,1070000.0,33,,3,2.5,2392,6,,2,0,10,128,736174,3
64286,False,72025685,485000.0,33,,2,1.5,1394,69,,0,0,3,222,736174,3
64287,False,72025733,345000.0,42,,4,2.0,2376,103,,0,0,12,274,736174,8
64290,False,72026327,540000.0,24,,4,2.5,2390,16,,2,0,3,265,736174,3
64292,False,72027137,325000.0,30,,3,2.0,1331,31,,1,0,1,349,736174,4
64298,False,72028399,395000.0,19,,4,2.0,1916,64,,0,0,1,292,736174,2
64299,False,72028437,795500.0,8,,5,2.5,4266,29,,3,0,3,279,736174,5
64302,False,72029300,514000.0,16,,3,1.5,1315,63,,1,0,1,243,736174,8
64310,False,72036828,420000.0,13,,4,2.0,1959,91,,0,0,1,347,736174,7
64312,False,72040183,275000.0,92,,3,1.0,1092,58,,1,0,6,285,736174,3
64313,False,72044760,445825.0,0,,3,2.5,1974,2,,2,0,3,94,736174,3
64315,False,72046997,241000.0,383,,3,3.0,1728,16,,1,0,65,335,736174,4
64318,False,71997207,795000.0,17,,4,2.5,2836,17,,2,0,3,269,736175,3
64319,False,72009317,280000.0,28,,3,1.0,1495,46,,0,0,43,375,736175,1
64320,False,72015573,649900.0,53,,4,2.5,2636,37,,2,0,175,38,736175,3
64328,False,71970526,220000.0,55,,3,1.0,1285,168,,1,0,1,210,736176,4
64329,False,71976788,275000.0,76,,3,2.5,2371,20,,2,0,1,673,736176,3
64331,False,71983466,650000.0,89,,4,2.5,3300,42,,2,0,3,280,736176,6
64333,False,71993759,172000.0,34,,2,1.5,1265,33,,1,0,1,602,736176,1
64335,False,72013577,332000.0,29,,3,1.5,1800,58,,1,0,6,284,736176,2
64336,False,72016212,510000.0,46,,3,2.5,2216,31,,2,0,12,265,736176,4
64337,False,72018094,620000.0,24,,3,1.5,1623,108,,0,0,15,242,736176,5
64339,False,72023992,580000.0,45,,5,2.0,1568,66,,0,0,33,85,736176,1
114052,False,72047616,384500.0,17,,3,2.0,1718,55,,1,0,6,244,736238,7
114053,False,72059990,73000.0,29,,1,1.0,480,68,,0,0,29,124,736238,4
114054,False,72016219,285000.0,61,,3,2.5,2186,41,,0,0,6,368,736239,2
114055,False,72019223,1087777.0,98,,3,2.0,2126,50,,2,0,12,111,736239,2
114059,False,71905537,185000.0,640,,3,2.0,1884,68,,1,0,1,277,736240,1
114060,False,71909769,667654.0,13,,4,2.5,3010,3,,2,0,3,68,736240,1
114062,False,71936491,270000.0,84,,4,2.5,1318,40,,2,0,6,572,736240,3
114067,False,71966746,289000.0,212,,3,1.0,1512,55,,1,0,1,163,736240,3
114069,False,71968840,565000.0,1,,4,2.5,6446,36,,3,0,3,372,736240,3
114073,False,71986815,325000.0,155,,4,2.5,3471,30,,2,0,3,330,736240,3
114076,False,71989816,270000.0,128,,2,1.0,800,55,,0,0,6,238,736240,3
114078,False,71992841,549000.0,90,,3,2.5,3097,2,,2,0,3,542,736240,4
114082,False,71998156,492000.0,123,,3,3.0,3376,36,,2,0,12,165,736240,7
114084,False,71999246,760000.0,117,,5,3.5,3000,2,,2,0,3,237,736240,2
114086,False,72002618,160000.0,108,,3,1.0,1584,80,,2,0,1,381,736240,3
114087,False,72002684,360000.0,76,,3,1.5,1384,34,,0,0,7,199,736240,4
114088,False,72003941,525750.0,83,,3,2.0,1692,103,,1,0,3,252,736240,1
114090,False,72004797,297000.0,124,,3,2.0,1456,33,,0,0,1,111,736240,4
114091,False,72005027,77900.0,110,,2,1.0,864,35,,0,0,12,319,736240,3
114092,False,72005693,98001.0,82,,3,1.5,1132,24,,0,0,7,373,736240,7
114095,False,72009538,720000.0,38,,2,2.0,1839,22,,0,0,1,88,736240,1
114096,False,72010354,1415000.0,135,,3,3.0,2224,68,,2,0,104,121,736240,1
114098,False,72011840,180000.0,12,,2,1.0,1022,108,,0,0,0,292,736240,3
114101,False,72017030,279000.0,47,,3,1.5,1619,63,,1,0,1,363,736240,1
114102,False,72017275,440000.0,82,,5,4.0,2530,63,,0,0,3,209,736240,3
114103,False,72017775,242000.0,69,,4,2.0,1818,13,,2,0,1,338,736240,3
114104,False,72018257,345000.0,65,,4,2.0,2238,138,,1,0,3,247,736240,3
114105,False,72018272,256500.0,82,,4,2.5,2077,58,,2,0,1,323,736240,4
114106,False,72018611,495000.0,59,,3,3.0,2239,29,,2,0,1,128,736240,4
114108,False,72022955,310000.0,62,,3,2.0,1414,88,,1,0,3,237,736240,4
114110,False,72023443,1050000.0,79,,5,3.5,3300,5,,0,0,3,82,736240,5
114111,False,72023588,570000.0,63,,4,2.5,2324,19,,2,0,3,46,736240,6
114112,False,72024007,721400.0,32,,4,2.5,3265,52,,2,0,33,260,736240,6
114113,False,72024132,430000.0,90,,3,2.0,1600,138,,2,0,58,254,736240,3
114114,False,72024221,245000.0,63,,3,1.0,1880,54,,0,0,43,236,736240,5
114116,False,72025058,665000.0,72,,4,3.0,3213,70,,2,0,7,242,736240,4
114118,False,72025961,390000.0,42,,3,2.5,2203,32,,2,0,3,521,736240,3
114120,False,72027172,500000.0,77,,4,2.0,2356,38,,2,0,12,47,736240,4
114122,False,72027699,625000.0,45,,4,2.5,2295,148,,2,0,42,53,736240,6
114123,False,72027721,240000.0,52,,3,1.0,1191,66,,2,0,1,364,736240,3
114124,False,72028128,310000.0,81,,3,2.5,1943,33,,2,0,43,532,736240,3
114125,False,72028324,885000.0,36,,4,3.5,3200,2,,2,0,3,87,736240,4
114127,False,72028726,611500.0,61,,3,2.0,2022,77,,1,0,1,248,736240,6
114128,False,72028747,530000.0,64,,4,2.5,2538,25,,2,0,3,317,736240,4
114129,False,72029162,412000.0,48,,3,2.5,1890,21,,2,0,12,312,736240,4
114130,False,72029245,289000.0,39,,3,2.0,1536,33,,1,0,6,47,736240,3
114131,False,72029329,300000.0,53,,4,2.0,2268,29,,0,0,43,375,736240,3
114132,False,72029929,470000.0,108,,4,2.0,1552,46,,0,0,1,828,736240,3
114133,False,72030867,820000.0,33,,4,4.0,3048,27,,4,0,98,240,736240,5
114135,False,72032051,225000.0,31,,4,1.5,1872,105,,0,0,3,306,736240,2
114136,False,72032221,450000.0,61,,4,2.0,1877,44,,1,0,1,238,736240,7
114137,False,72032332,465000.0,30,,3,2.0,1300,25,,0,0,33,27,736240,3
114138,False,72032383,290000.0,29,,2,1.0,791,68,,1,0,6,290,736240,3
114139,False,72033199,716000.0,26,,5,2.5,3821,20,,3,0,1,271,736240,3
114140,False,72033654,355000.0,37,,4,2.5,2425,50,,2,0,7,201,736240,1
114143,False,72033994,235000.0,36,,2,0.5,450,48,,0,0,29,263,736240,4
114146,False,72034987,707000.0,40,,4,2.5,3616,17,,3,0,3,46,736240,3
114147,False,72035054,1095000.0,26,,4,3.0,3197,91,,2,0,42,280,736240,4
114149,False,72037374,278000.0,35,,3,2.0,2185,66,,1,0,6,202,736240,2
114150,False,72038600,327000.0,69,,4,2.0,1944,59,,1,0,1,188,736240,5
114152,False,72038808,531500.0,18,,4,2.5,2456,41,,2,0,3,72,736240,3
114155,False,72039685,300000.0,36,,4,1.5,1901,60,,0,0,1,227,736240,1
114158,False,72040120,505000.0,26,,3,2.5,2949,36,,3,0,3,209,736240,4
114159,False,72040214,279000.0,18,,4,2.0,1606,53,,1,0,7,201,736240,3
114161,False,72040509,635000.0,30,,3,1.5,1925,63,,2,0,7,67,736240,4
114162,False,72041346,426000.0,29,,3,1.0,1497,68,,1,0,1,42,736240,7
114163,False,72041788,589000.0,27,,4,1.5,1856,63,,2,0,3,84,736240,5
114164,False,72041927,314999.0,46,,3,2.0,1836,31,,1,0,72,354,736240,2
114166,False,72042371,259900.0,24,,3,1.5,1408,19,,0,0,33,273,736240,3
114167,False,72042518,265809.0,20,,3,1.5,1558,20,,0,0,3,5,736240,1
114168,False,72043677,1449000.0,101,,4,3.5,4650,2,,2,0,3,79,736240,3
114172,False,72044637,449000.0,19,,3,1.5,1386,89,,2,0,3,252,736240,1
114173,False,72045139,340670.0,29,,5,2.5,2589,50,,2,0,3,365,736240,2
114174,False,72045313,525000.0,18,,3,2.5,2154,70,,2,0,1,276,736240,6
114178,False,72046397,221000.0,22,,3,1.0,1290,71,,0,0,6,303,736240,3
114179,False,72046509,424900.0,18,,3,1.0,1008,61,,1,0,6,250,736240,2
114182,False,72047242,365500.0,9,,3,1.0,1500,43,,0,0,6,68,736240,4
114183,False,72047850,566000.0,37,,4,2.5,2770,25,,2,0,1,264,736240,4
114185,False,72048069,320000.0,33,,3,1.0,1652,67,,1,0,10,284,736240,6
114188,False,72048257,423000.0,24,,4,1.5,2100,47,,0,0,33,290,736240,1
114190,False,72049034,284000.0,10,,3,1.5,2040,61,,0,0,1,350,736240,3
114192,False,72049598,225000.0,17,,3,1.0,1544,51,,1,0,6,368,736240,3
114193,False,72049633,450000.0,21,,2,2.5,1428,44,,2,0,6,154,736240,4
114194,False,72049673,310000.0,2,,3,2.0,1305,51,,0,0,6,287,736240,4
114197,False,72050551,340000.0,17,,3,2.0,1360,38,,0,0,7,226,736240,4
114199,False,72050920,600000.0,12,,3,1.0,1250,134,,3,0,1159,29,736240,3
114200,False,72050993,675000.0,17,,5,3.5,2192,77,,0,0,3,240,736240,4
114202,False,72051199,387000.0,16,,4,2.0,2716,50,,2,0,1,73,736240,3
114204,False,72051325,522000.0,21,,4,2.0,1376,72,,0,0,1,85,736240,2
114205,False,72051706,275007.0,22,,3,1.0,1406,53,,0,0,6,285,736240,2
114209,False,72052629,840000.0,17,,4,3.5,4600,20,,2,0,3,237,736240,4
114214,False,72053837,180000.0,160,,4,2.0,2052,46,,0,0,3,270,736240,1
114215,False,72054493,497500.0,22,,3,1.5,1232,74,,0,0,3,9,736240,3
114218,False,72054875,394900.0,15,,3,1.5,1836,25,,0,0,3,73,736240,5
114219,False,72055462,485000.0,27,,4,2.0,2092,61,,0,0,6,75,736240,3
114223,False,72057950,459000.0,17,,3,1.5,1962,42,,2,0,7,214,736240,5
