,FLIPPABLE,MLSNUM,SOLDPRICE,DOM,ZIP,BEDS,BATHS,SQFT,AGE,LOTSIZE,GARAGE,PROPTYPE_CAT,STYLE_CAT,ZIP_CAT,SOLDDATE_CAT,IMAGES
15278,False,72027285,390000.0,14,,3,1.0,1368,61,,1,0,6,250,736181,6
15279,False,72027618,840000.0,35,,3,3.0,2108,90,,1,0,3,60,736181,10
15280,False,72028034,260000.0,2,,2,1.0,1144,66,,0,0,6,283,736181,5
15282,False,72028194,535000.0,34,,3,1.5,1656,68,,1,0,3,242,736181,3
15296,False,72035190,400000.0,13,,3,1.0,1783,138,,0,0,3,242,736181,3
15298,False,72049256,175000.0,242,,5,2.0,1902,118,,0,0,3,271,736181,1
15300,False,71985816,270000.0,147,,3,2.0,1916,68,,2,0,1,571,736182,3
15301,False,71993507,531000.0,37,,3,2.0,2958,69,,2,0,69,258,736182,4
15306,False,71784125,843375.0,351,,4,3.5,2851,248,,2,0,37,35,736184,6
15310,False,71879788,295000.0,317,,3,2.0,2568,24,,2,0,3,335,736184,5
15311,False,71881645,293000.0,362,,4,1.5,2184,128,,0,0,3,250,736184,2
15312,False,71883866,195000.0,349,,3,1.5,1320,3,,1,0,0,147,736184,3
15313,False,71892753,1278023.0,76,,4,4.0,3600,3,,2,0,3,74,736184,2
15314,False,71898976,215000.0,426,,3,2.0,2546,118,,0,0,3,288,736184,1
15315,False,71913593,390000.0,320,,4,3.5,2656,12,,2,0,3,166,736184,4
15316,False,71934696,1262500.0,243,,4,4.0,4118,3,,3,0,3,38,736184,3
15317,False,71936290,139000.0,38,,3,2.0,1555,109,,0,0,29,170,736184,5
15323,False,71943456,135000.0,354,,3,1.0,1200,118,,0,0,3,311,736184,3
15326,False,71950225,174900.0,153,,3,1.5,1040,68,,1,0,6,562,736184,2
15328,False,71952937,900000.0,255,,6,3.5,3491,118,,2,0,3,6,736184,1
15329,False,71953653,714000.0,133,,3,2.5,2359,43,,2,0,72,113,736184,4
15330,False,71957732,430000.0,142,,3,1.5,2077,27,,2,0,3,316,736184,4
15334,False,71967597,750000.0,74,,4,3.5,3864,17,,2,0,3,72,736184,4
15335,False,71968382,630000.0,100,,2,1.0,2226,106,,4,0,2,93,736184,6
15337,False,71970329,222000.0,111,,4,1.5,1942,113,,2,0,3,281,736184,6
15338,False,71970336,555000.0,51,,4,2.5,1966,18,,2,0,85,106,736184,7
15343,False,71972792,880000.0,114,,4,3.5,3970,5,,2,0,3,259,736184,3
15344,False,71973984,235000.0,128,,2,2.0,1158,112,,2,0,29,173,736184,3
15346,False,71976124,2230000.0,106,,4,3.5,4412,118,,1,0,3,21,736184,4
15347,False,71977504,1110000.0,98,,4,4.0,5388,29,,3,0,28,280,736184,4
15348,False,71977720,155000.0,440,,2,1.0,960,85,,2,0,6,333,736184,2
15350,False,71979232,883000.0,28,,4,2.5,4058,33,,2,0,3,38,736184,5
15354,False,71981292,215000.0,116,,2,1.0,684,148,,0,0,3,251,736184,3
15356,False,71981591,1860000.0,60,,4,4.0,5645,16,,3,0,3,220,736184,6
15357,False,71981922,480000.0,97,,5,3.5,4659,105,,2,0,37,289,736184,4
15359,False,71982268,385000.0,115,,5,3.5,2304,47,,0,0,3,173,736184,3
15360,False,71982370,630000.0,101,,4,2.5,2762,2,,2,0,3,374,736184,4
15361,False,71982785,1600000.0,119,,5,4.0,4441,29,,3,0,3,101,736184,3
15364,False,71984127,274000.0,120,,3,2.0,1823,68,,1,0,1,321,736184,3
15365,False,71984467,399900.0,57,,3,1.5,1862,54,,1,0,43,71,736184,3
15366,False,71984806,622500.0,84,,4,3.5,3200,37,,2,0,3,365,736184,4
15367,False,71984990,685000.0,5,,4,2.0,1807,88,,0,0,1,80,736184,4
15368,False,71985485,439900.0,80,,4,2.5,2240,2,,2,0,3,236,736184,3
15370,False,71988387,340000.0,33,,4,2.5,1824,17,,0,0,3,94,736184,4
15371,False,71988439,575000.0,84,,4,2.5,3145,9,,3,0,22,183,736184,5
15372,False,71990092,338000.0,103,,3,1.0,1248,88,,0,0,3,209,736184,9
15373,False,71990991,460000.0,62,,4,3.0,2212,28,,2,0,3,190,736184,1
15374,False,71992185,395000.0,52,,3,2.0,2196,33,,0,0,57,261,736184,4
15376,False,71993325,391000.0,100,,3,3.0,2884,16,,2,0,3,321,736184,3
15377,False,71993689,469900.0,97,,4,2.5,3200,22,,2,0,3,209,736184,4
15379,False,71995218,500000.0,57,,4,2.5,2112,23,,2,0,33,68,736184,4
15380,False,71995429,180000.0,8,,3,2.5,1522,32,,1,0,1,102,736184,1
15381,False,71995446,330000.0,92,,3,1.0,924,63,,0,0,29,163,736184,1
15382,False,71996120,274000.0,4,,3,2.0,1119,71,,1,0,6,357,736184,2
15385,False,71998439,469900.0,22,,4,2.5,2342,12,,2,0,3,190,736184,3
15386,False,71998487,700000.0,55,,3,3.0,3342,32,,3,0,1,278,736184,3
15389,False,71999472,226000.0,55,,2,1.0,1186,99,,2,0,3,168,736184,2
15391,False,71999982,245000.0,231,,3,1.5,1479,118,,1,0,73,236,736184,3
15396,False,72001000,101000.0,32,,4,2.0,2478,118,,2,0,3,386,736184,2
15397,False,72001220,650000.0,34,,4,2.5,3000,21,,2,0,3,46,736184,3
15401,False,72001820,305000.0,46,,3,1.0,1008,58,,2,0,6,50,736184,4
15402,False,72002097,540000.0,75,,3,2.0,2178,55,,2,0,6,258,736184,1
15403,False,72002340,220000.0,56,,3,1.0,1419,64,,1,0,1,92,736184,2
15404,False,72002571,844000.0,84,,4,4.0,6580,16,,3,0,1,374,736184,4
15405,False,72002601,444950.0,30,,4,2.0,2110,44,,0,0,3,209,736184,4
15409,False,72003418,245000.0,37,,3,1.0,1280,50,,0,0,6,94,736184,2
15412,False,72003742,270000.0,69,,4,2.5,2119,68,,0,0,1,302,736184,2
15413,False,72004431,450000.0,20,,2,2.0,1586,118,,2,0,6,244,736184,7
15414,False,72004578,340000.0,57,,2,1.5,1740,138,,1,0,46,46,736184,4
15417,False,72005181,499900.0,21,,3,1.5,1848,92,,0,0,3,631,736184,4
15418,False,72005574,1500000.0,62,,4,3.5,5405,4,,3,0,3,293,736184,1
15421,False,72006200,359000.0,7,,3,1.5,2674,63,,1,0,432,1,736184,7
15425,False,72007031,400000.0,9,,4,3.0,2398,16,,3,0,80,368,736184,2
15426,False,72007193,247500.0,14,,3,2.0,1392,117,,0,0,15,149,736184,9
15427,False,72007370,312900.0,77,,3,1.0,1300,50,,0,0,6,289,736184,5
15429,False,72008227,230000.0,51,,2,1.5,1141,108,,0,0,3,246,736184,4
15430,False,72008455,423333.0,25,,3,1.5,1401,96,,0,0,3,214,736184,3
15432,False,72008826,600000.0,172,,4,4.0,5034,25,,2,0,12,188,736184,3
15433,False,72008923,560000.0,5,,3,3.0,2181,62,,2,0,1,76,736184,4
15434,False,72009135,340000.0,16,,3,2.0,1344,53,,0,0,1,68,736184,5
15437,False,72009443,294000.0,38,,3,1.0,1514,64,,1,0,6,313,736184,2
15438,False,72009537,315000.0,74,,4,1.0,1123,63,,0,0,1,285,736184,1
15439,False,72009601,585000.0,62,,4,2.5,3394,37,,2,0,3,312,736184,3
15441,False,72010099,360000.0,73,,3,3.0,2256,37,,3,0,42,515,736184,4
15442,False,72010249,400000.0,45,,3,2.5,1968,10,,2,0,3,372,736184,5
15444,False,72011003,564000.0,21,,3,2.0,1582,271,,0,0,37,269,736184,5
15449,False,72011798,449000.0,69,,3,2.5,2736,98,,1,0,27,26,736184,5
15452,False,72013536,322000.0,62,,3,1.0,1047,51,,0,0,6,233,736184,3
15453,False,72013784,296000.0,38,,3,2.0,1512,29,,0,0,1,236,736184,4
15455,False,72014277,340000.0,28,,3,1.5,1568,93,,1,0,3,92,736184,3
15456,False,72014292,615000.0,59,,6,2.5,2142,61,,1,0,3,240,736184,4
15458,False,72014387,187000.0,8,,3,1.0,1260,35,,1,0,6,306,736184,5
15459,False,72014446,734000.0,43,,4,3.0,2615,63,,3,0,6,219,736184,2
15461,False,72014519,335000.0,15,,3,2.0,1729,53,,0,0,1,357,736184,6
15462,False,72014522,395000.0,22,,3,2.5,2350,33,,2,0,3,356,736184,4
15463,False,72014656,690000.0,39,,3,2.0,2812,168,,2,0,58,239,736184,4
15464,False,72014727,391000.0,16,,3,2.0,2289,66,,1,0,1,50,736184,4
15467,False,72015028,445000.0,13,,3,2.0,1764,43,,0,0,43,244,736184,3
15469,False,72015143,765500.0,6,,4,2.5,3179,123,,2,0,85,80,736184,3
15471,False,72015508,487000.0,12,,4,1.5,1799,66,,1,0,3,41,736184,3
15473,False,72015544,562900.0,46,,4,2.5,2747,21,,2,0,3,294,736184,4
15475,False,72016222,389900.0,47,,3,2.5,2530,10,,2,0,3,191,736184,3
15476,False,72016405,395000.0,11,,4,1.5,1266,98,,1,0,3,255,736184,3
15479,False,72017306,499000.0,37,,4,2.5,2378,12,,2,0,3,73,736184,3
15480,False,72018557,315000.0,25,,3,2.0,1711,39,,0,0,1,198,736184,6
15481,False,72018864,269900.0,23,,3,2.0,1436,48,,0,0,12,128,736184,3
15484,False,72019480,1200000.0,56,,4,4.5,6240,20,,2,0,1,225,736184,9
15486,False,72019894,352900.0,55,,4,2.5,1912,13,,2,0,3,191,736184,3
15487,False,72019896,332000.0,359,,4,2.0,2850,203,,2,0,37,341,736184,3
15489,False,72020178,1155000.0,22,,4,2.5,3508,17,,2,0,3,85,736184,3
15490,False,72020404,269900.0,5,,2,2.0,1216,70,,0,0,1,92,736184,6
15493,False,72020788,299900.0,29,,5,2.0,1946,91,,2,0,2,545,736184,7
15496,False,72021128,440000.0,3,,3,2.0,1924,58,,2,0,6,294,736184,3
15498,False,72021972,365000.0,35,,3,2.0,2080,29,,0,0,33,236,736184,2
15499,False,72021980,212500.0,28,,3,2.0,1650,26,,0,0,1,302,736184,4
15503,False,72022819,285000.0,10,,3,1.0,1571,82,,1,0,1,286,736184,3
15504,False,72022851,310000.0,15,,2,1.0,936,95,,0,0,2,211,736184,3
15506,False,72023258,575000.0,48,,4,2.0,1987,75,,2,0,3,241,736184,2
15507,False,72023545,215000.0,14,,3,1.5,1109,118,,0,0,3,311,736184,3
15508,False,72023594,436500.0,20,,3,1.5,2308,113,,1,0,8,210,736184,5
15512,False,72024097,685000.0,53,,4,3.5,2824,26,,2,0,3,280,736184,9
15514,False,72024384,405000.0,33,,3,2.0,1742,37,,2,0,43,70,736184,3
15519,False,72025818,247500.0,3,,3,2.0,1600,2,,0,0,3,178,736184,3
15520,False,72026332,255000.0,18,,4,2.0,1729,49,,2,0,1,347,736184,3
15521,False,72026700,779900.0,20,,4,3.5,3023,10,,2,0,3,243,736184,1
15523,False,72027869,600000.0,16,,3,2.5,2318,6,,2,0,3,251,736184,7
15524,False,72027968,330000.0,1,,3,1.5,1576,118,,0,0,3,73,736184,3
15525,False,72028695,475000.0,40,,3,2.0,1320,78,,0,0,1,38,736184,2
15527,False,72028904,630000.0,19,,3,1.5,1592,128,,0,0,3,29,736184,4
15529,False,72029210,245000.0,33,,2,1.0,770,66,,0,0,6,204,736184,2
15531,False,72029273,699000.0,33,,4,2.5,2609,22,,2,0,3,214,736184,5
15535,False,72031464,403900.0,33,,3,2.0,1708,31,,2,0,12,48,736184,3
15537,False,72037352,530000.0,22,,3,1.5,2130,42,,2,0,6,260,736184,6
15543,False,71924992,1850000.0,233,,4,3.0,3112,246,,3,0,226,55,736185,6
15546,False,71945379,28000.0,216,,3,1.0,1062,118,,0,0,3,342,736185,3
15547,False,71948654,265000.0,167,,3,1.5,1529,2,,0,0,29,168,736185,2
15548,False,71949240,2475000.0,191,,5,5.5,8277,11,,3,0,3,90,736185,1
15554,False,71980116,1160000.0,23,,3,3.5,3908,158,,3,0,1,232,736185,4
15556,False,71981390,308000.0,63,,4,2.0,1700,28,,0,0,33,201,736185,3
15560,False,71986848,440000.0,404,,4,2.5,2400,2,,2,0,3,364,736185,4
15564,False,71991753,595000.0,20,,3,2.5,2068,36,,2,0,12,223,736185,3
15567,False,71995834,285000.0,81,,3,1.5,2012,62,,2,0,6,329,736185,7
15568,False,71996187,582500.0,14,,4,3.0,3678,21,,2,0,12,292,736185,1
15570,False,71996514,172000.0,83,,3,2.0,1170,68,,1,0,6,380,736185,4
15571,False,71997102,245000.0,74,,3,1.0,1810,58,,0,0,6,172,736185,3
15574,False,71998517,300000.0,92,,2,2.0,1444,34,,1,0,6,106,736185,4
15575,False,71998587,270000.0,73,,3,2.0,1224,42,,0,0,7,201,736185,4
15577,False,71999508,345000.0,72,,2,1.5,1974,41,,2,0,12,146,736185,3
15578,False,71999969,146500.0,156,,3,2.0,1262,23,,1,0,3,302,736185,2
15579,False,72000011,228000.0,67,,4,1.5,2024,178,,0,0,3,333,736185,6
15581,False,72001541,517000.0,13,,4,3.5,3456,6,,2,0,3,321,736185,8
15582,False,72001933,225000.0,85,,2,1.5,1442,88,,0,0,1,329,736185,5
15586,False,72004700,505000.0,23,,4,3.5,2323,52,,2,0,3,70,736185,3
15588,False,72005451,1340000.0,62,,5,4.0,3270,68,,2,0,12,20,736185,2
15589,False,72005756,440000.0,80,,4,2.0,1800,46,,0,0,7,290,736185,5
15590,False,72005893,284000.0,65,,3,2.5,2100,12,,2,0,3,369,736185,2
15591,False,72005972,310000.0,79,,3,2.0,1260,29,,1,0,6,103,736185,5
15592,False,72006089,490000.0,78,,3,2.0,2458,19,,2,0,1,234,736185,4
15593,False,72007443,280000.0,20,,3,1.5,1630,93,,1,0,1,201,736185,3
15594,False,72007873,730000.0,9,,4,2.5,4077,13,,3,0,3,365,736185,2
15596,False,72008502,810000.0,75,,4,2.5,3672,23,,2,0,3,256,736185,4
15598,False,72009028,355000.0,70,,3,2.0,2163,66,,1,0,6,253,736185,2
15601,False,72010000,349000.0,7,,3,3.5,2426,31,,2,0,157,521,736185,6
15602,False,72010730,338000.0,10,,4,2.5,2380,37,,2,0,3,324,736185,3
15603,False,72012273,490000.0,21,,4,2.0,2462,20,,4,0,43,247,736185,4
15606,False,72013583,750000.0,12,,3,2.0,2094,63,,0,0,43,67,736185,4
15608,False,72014650,825000.0,41,,5,3.5,3771,21,,2,0,3,279,736185,4
15610,False,72015203,800000.0,18,,3,2.0,1863,81,,0,0,42,89,736185,4
15611,False,72015355,157000.0,151,,3,2.0,865,118,,0,0,7,73,736185,2
15616,False,72017070,665000.0,28,,4,2.5,3112,43,,2,0,7,239,736185,5
15621,False,72018357,300000.0,9,,2,1.0,1100,65,,0,0,6,212,736185,3
15625,False,72019611,219900.0,21,,2,1.5,1201,104,,0,0,147,202,736185,3
15626,False,72019614,134500.0,6,,3,1.0,1056,31,,0,0,6,386,736185,2
15629,False,72020129,865000.0,15,,3,1.5,1790,91,,1,0,2,66,736185,5
15630,False,72020172,405000.0,5,,3,1.5,1860,58,,1,0,6,254,736185,3
15631,False,72020248,680000.0,22,,4,2.5,2518,24,,2,0,3,315,736185,3
15632,False,72020484,495000.0,19,,4,2.0,2733,24,,0,0,42,237,736185,3
15633,False,72020592,365000.0,21,,3,2.0,1644,55,,0,0,43,256,736185,7
15634,False,72020652,425000.0,54,,4,1.5,2797,33,,2,0,3,285,736185,4
15635,False,72020740,390000.0,54,,3,1.5,1302,91,,1,0,3,214,736185,2
15637,False,72021468,575000.0,13,,4,2.5,3010,42,,2,0,9,69,736185,4
15638,False,72021571,212500.0,52,,3,1.0,1082,56,,1,0,1,368,736185,7
15640,False,72021831,235000.0,72,,3,1.0,960,41,,0,0,6,100,736185,4
15641,False,72022856,385000.0,11,,2,1.0,1020,68,,0,0,6,129,736185,1
15642,False,72023196,450000.0,16,,4,2.0,2011,64,,0,0,1,237,736185,2
15644,False,72023548,890000.0,14,,5,1.5,1904,118,,0,0,3,629,736185,5
15645,False,72023841,347000.0,59,,3,2.0,1840,18,,2,0,6,329,736185,1
15652,False,72025837,276000.0,17,,3,2.0,1248,46,,1,0,6,357,736185,6
15653,False,72026519,635000.0,25,,4,2.5,2286,32,,2,0,9,241,736185,3
15656,False,72027577,375000.0,24,,2,2.0,1283,63,,0,0,1,250,736185,7
15658,False,72028303,280000.0,40,,3,1.0,1080,58,,0,0,6,246,736185,3
15659,False,72029361,550000.0,22,,3,2.0,1538,35,,0,0,115,74,736185,4
15660,False,72030135,375000.0,3,,3,1.0,1600,68,,0,0,1,74,736185,3
15661,False,72030766,358000.0,34,,2,1.5,1260,52,,0,0,0,253,736185,4
15663,False,72032190,390000.0,31,,4,2.5,2168,35,,2,0,3,319,736185,4
15664,False,72032618,289000.0,0,,3,2.0,1366,65,,2,0,1,570,736185,6
15666,False,72037135,725000.0,22,,4,2.5,3219,40,,2,0,3,84,736185,5
15669,False,72043346,160000.0,1,,2,1.0,600,67,,0,0,6,148,736185,1
15671,False,71697063,215000.0,756,,5,2.0,2652,308,,0,0,14,172,736186,8
15674,False,71805844,572000.0,497,,4,2.5,3062,16,,2,0,3,349,736186,3
15676,False,71851510,1623950.0,7,,4,3.5,4360,3,,3,0,3,76,736186,3
15678,False,71877623,252000.0,361,,3,2.0,1504,85,,0,0,42,554,736186,3
15679,False,71890058,320100.0,346,,3,3.5,3228,238,,2,0,51,194,736186,3
15680,False,71899906,620000.0,189,,4,2.5,3260,54,,2,0,3,253,736186,2
15681,False,71927629,1200000.0,190,,4,5.0,2929,98,,1,0,3,55,736186,4
15682,False,71928740,340000.0,75,,3,2.0,1824,41,,2,0,6,358,736186,4
15687,False,71951617,202000.0,109,,3,1.0,1432,118,,1,0,29,186,736186,4
15689,False,71952913,555000.0,173,,4,2.5,2693,19,,2,0,3,265,736186,5
15694,False,71961391,1047638.0,52,,4,3.5,4596,3,,3,0,3,365,736186,7
15696,False,71963440,795000.0,123,,4,2.5,3097,39,,2,0,3,80,736186,3
15697,False,71965751,42000.0,115,,2,1.0,736,70,,2,0,6,386,736186,2
15701,False,71968027,650000.0,141,,3,1.5,1439,91,,1,0,29,173,736186,3
15702,False,71969101,445000.0,98,,3,2.0,2912,53,,0,0,1,238,736186,2
15703,False,71970638,400000.0,63,,4,1.5,2560,128,,2,0,8,312,736186,7
15705,False,71971663,600000.0,140,,4,3.5,4913,193,,2,0,37,515,736186,10
15709,False,71973837,327000.0,138,,4,2.0,2112,57,,2,0,6,356,736186,3
15710,False,71974881,335000.0,135,,3,2.5,1820,118,,0,0,607,94,736186,5
15711,False,71974956,135000.0,111,,3,1.0,1771,118,,0,0,1,303,736186,1
15713,False,71978290,1137288.0,127,,5,4.0,5904,31,,3,0,3,75,736186,2
15718,False,71983628,455000.0,92,,4,2.5,2634,25,,2,0,3,73,736186,2
15719,False,71984176,365000.0,118,,3,1.5,1502,64,,0,0,3,237,736186,2
15721,False,71989108,298000.0,87,,2,1.5,1092,108,,2,0,14,116,736186,7
15723,False,71990151,310000.0,83,,3,2.0,1680,32,,1,0,1,116,736186,5
15726,False,71992607,151000.0,80,,3,1.0,1402,88,,1,0,3,167,736186,6
15731,False,71997012,450000.0,71,,3,3.0,3110,128,,2,0,15,203,736186,3
15733,False,71999073,365000.0,39,,3,1.5,1632,60,,0,0,9,237,736186,10
15734,False,71999666,1470000.0,48,,4,3.0,2888,138,,2,0,3,53,736186,3
15736,False,72000155,466500.0,73,,4,2.5,2560,118,,2,0,58,290,736186,3
15737,False,72000758,1930000.0,63,,6,5.5,5059,2,,2,0,3,55,736186,4
15738,False,72001405,324000.0,66,,3,2.0,1432,138,,0,0,37,196,736186,3
15745,False,72005632,260000.0,81,,3,1.0,1056,50,,1,0,6,125,736186,3
15746,False,72005971,185000.0,38,,3,1.0,1040,58,,1,0,6,342,736186,6
15747,False,72006020,259900.0,13,,3,2.0,1614,71,,0,0,1,321,736186,2
15749,False,72006689,303000.0,77,,4,2.5,2800,48,,2,0,7,311,736186,3
15751,False,72008292,272000.0,65,,4,1.0,1181,63,,1,0,1,285,736186,3
15752,False,72008915,450000.0,20,,4,2.5,2046,71,,1,0,1,210,736186,3
15753,False,72009497,218000.0,47,,4,2.0,1550,61,,1,0,1,302,736186,5
15754,False,72009724,345000.0,3,,3,1.0,1440,101,,1,0,8,69,736186,1
15755,False,72009909,225000.0,42,,2,1.0,724,108,,1,0,31,244,736186,2
15757,False,72010584,270000.0,12,,4,3.5,2150,63,,2,0,69,368,736186,2
15758,False,72010737,390000.0,66,,3,1.5,1714,34,,0,0,1,229,736186,3
15759,False,72010821,340000.0,17,,3,1.0,1248,98,,1,0,3,244,736186,2
15762,False,72011651,390000.0,23,,3,2.0,1494,73,,1,0,1,279,736186,3
15765,False,72012782,785000.0,26,,3,3.5,2799,18,,2,0,1,104,736186,1
15766,False,72013410,248000.0,24,,4,2.5,2324,15,,0,0,3,326,736186,1
15767,False,72013921,1615000.0,37,,5,1.5,2841,118,,0,0,15,21,736186,4
15769,False,72014606,329000.0,14,,3,2.5,1768,25,,2,0,3,370,736186,3
15772,False,72014871,516000.0,7,,4,2.5,2112,54,,2,0,9,86,736186,4
15773,False,72014957,1120500.0,6,,4,3.0,2798,128,,0,0,15,53,736186,4
15775,False,72015206,365000.0,61,,3,1.5,1822,42,,0,0,6,230,736186,6
15776,False,72015260,720000.0,45,,4,2.5,2724,32,,2,0,12,41,736186,2
15777,False,72015323,515000.0,62,,3,2.0,2275,5,,2,0,608,247,736186,6
15779,False,72015579,428000.0,48,,3,2.0,1613,65,,0,0,1,237,736186,3
15784,False,72016733,240000.0,43,,4,2.0,2356,99,,2,0,29,168,736186,2
15786,False,72017141,998000.0,71,,5,3.0,3168,65,,2,0,7,89,736186,4
15790,False,72018463,417000.0,56,,4,2.5,2693,36,,1,0,3,296,736186,5
15792,False,72020035,399900.0,18,,4,2.0,2027,20,,0,0,26,291,736186,7
15793,False,72020366,719900.0,40,,3,2.5,2027,158,,2,0,3,67,736186,3
15794,False,72020661,463000.0,40,,4,2.5,3391,15,,2,0,3,375,736186,1
15795,False,72020699,425000.0,49,,4,2.0,2268,120,,0,0,0,28,736186,3
15796,False,72020875,435000.0,33,,2,1.5,2080,65,,1,0,6,631,736186,6
15797,False,72022218,270000.0,50,,3,2.0,1480,37,,2,0,7,531,736186,1
15799,False,72022508,209000.0,202,,4,2.0,1160,96,,0,0,1,170,736186,4
15801,False,72023398,364900.0,26,,3,1.5,1703,61,,0,0,6,70,736186,2
15802,False,72023498,446000.0,41,,3,1.5,1219,60,,1,0,6,214,736186,3
15804,False,72023527,387000.0,26,,3,1.5,1560,56,,1,0,6,294,736186,4
15806,False,72023817,270000.0,30,,3,1.0,1340,65,,2,0,6,283,736186,4
15807,False,72024148,740000.0,19,,4,1.5,1998,58,,0,0,33,89,736186,4
15808,False,72024348,420000.0,6,,3,2.0,1920,17,,2,0,3,290,736186,5
15809,False,72024557,350000.0,31,,3,2.0,1731,123,,0,0,3,203,736186,2
15811,False,72024768,445000.0,13,,2,1.5,1711,130,,0,0,2,9,736186,6
15814,False,72025385,389900.0,8,,3,1.5,1764,17,,1,0,1,182,736186,4
15821,False,72026685,342000.0,21,,3,2.0,1469,57,,0,0,1,73,736186,5
15824,False,72027050,452000.0,39,,3,1.0,1368,78,,0,0,3,9,736186,3
15827,False,72028395,159000.0,18,,3,1.0,1050,93,,0,0,2,167,736186,1
15830,False,72029081,405000.0,3,,2,2.0,1494,78,,0,0,31,74,736186,5
15831,False,72029358,259900.0,17,,3,1.5,1236,58,,1,0,6,202,736186,8
15832,False,72029525,219900.0,38,,3,1.0,1130,78,,0,0,3,227,736186,6
15833,False,72031592,407000.0,29,,3,1.5,3000,17,,2,0,3,195,736186,5
15834,False,72032372,230500.0,17,,3,1.0,1100,218,,0,0,14,195,736186,2
15836,False,72033175,340000.0,4,,2,1.5,2084,50,,2,0,7,187,736186,3
15843,False,72037995,665000.0,21,,4,2.5,2276,7,,2,0,85,220,736186,2
15844,False,72038376,600000.0,13,,3,1.5,1344,98,,1,0,3,8,736186,4
15851,False,71894229,340000.0,316,,2,1.0,2200,78,,0,0,28,333,736187,2
15854,False,71931493,130250.0,245,,3,2.0,1633,108,,2,0,3,386,736187,2
15857,False,71942366,465000.0,166,,4,3.0,2982,14,,2,0,1,167,736187,4
15858,False,71942684,579900.0,214,,4,2.5,1768,158,,2,0,51,113,736187,5
15863,False,71955676,539900.0,157,,4,2.5,2300,2,,2,0,3,276,736187,4
15867,False,71963394,205000.0,94,,2,1.0,815,70,,0,0,6,207,736187,3
15868,False,71964282,635000.0,113,,5,4.5,4720,205,,3,0,37,318,736187,3
15870,False,71965884,700000.0,121,,4,2.5,3680,12,,3,0,3,71,736187,1
15871,False,71967762,290000.0,128,,3,1.0,1435,79,,2,0,6,197,736187,3
15872,False,71967768,3772500.0,117,,6,7.0,9461,2,,3,0,3,83,736187,5
15873,False,71968038,288000.0,87,,3,1.5,1469,138,,0,0,3,203,736187,4
15874,False,71970784,337750.0,33,,3,2.5,1844,2,,2,0,3,371,736187,3
15877,False,71978763,272000.0,93,,4,2.5,1872,15,,0,0,3,170,736187,4
15878,False,71978915,2599000.0,8,,4,3.5,3310,101,,0,0,3,20,736187,2
15880,False,71981848,151843.0,287,,3,1.0,1423,88,,0,0,2,302,736187,4
15881,False,71982310,187000.0,40,,4,1.0,1778,63,,2,0,1,330,736187,4
15885,False,71987976,245000.0,5,,3,2.0,1485,61,,0,0,6,323,736187,3
15886,False,71989075,450000.0,52,,5,2.5,2362,47,,0,0,43,31,736187,5
15888,False,71990688,315000.0,29,,3,2.0,1576,26,,2,0,7,190,736187,3
15889,False,71991251,1424500.0,84,,5,4.5,8431,27,,3,0,22,280,736187,4
15890,False,71993140,550000.0,61,,3,3.0,2000,14,,1,0,1,153,736187,4
15891,False,71993708,404000.0,74,,7,4.5,3925,93,,0,0,3,201,736187,2
15893,False,71995251,535000.0,77,,4,2.0,1898,58,,1,0,3,44,736187,3
15897,False,71999289,1415000.0,65,,4,4.5,5780,50,,3,0,12,264,736187,3
15898,False,71999739,440000.0,24,,5,3.0,2502,60,,2,0,6,70,736187,8
15899,False,72002839,362000.0,84,,4,2.5,2272,51,,1,0,162,201,736187,2
15900,False,72003490,145000.0,40,,3,1.5,2785,88,,0,0,31,369,736187,10
15901,False,72003601,620000.0,22,,3,1.5,2430,98,,0,0,3,248,736187,3
15902,False,72003810,385000.0,70,,3,2.5,1908,18,,2,0,3,164,736187,3
15903,False,72004904,118810.0,0,,4,2.0,1316,42,,1,0,6,342,736187,4
15904,False,72005206,418500.0,70,,4,2.5,1872,2,,2,0,3,356,736187,2
15906,False,72006929,395000.0,45,,4,1.5,1888,50,,0,0,3,232,736187,5
15910,False,72007879,435000.0,12,,3,2.5,2182,35,,1,0,1,276,736187,4
15912,False,72008580,575000.0,19,,3,2.0,2170,61,,1,0,6,62,736187,4
15917,False,72013675,725000.0,193,,4,5.5,6034,13,,3,0,3,285,736187,8
15918,False,72014272,480000.0,61,,4,3.0,3300,24,,2,0,12,317,736187,2
15919,False,72014341,571000.0,16,,3,1.5,1750,25,,2,0,1,230,736187,3
15921,False,72014807,568700.0,6,,4,2.5,2522,82,,1,0,1,240,736187,8
15922,False,72015025,1549000.0,61,,4,2.5,2844,80,,2,0,33,82,736187,4
15923,False,72015120,346000.0,9,,3,2.0,1882,32,,2,0,6,166,736187,8
15924,False,72015455,440000.0,62,,3,2.5,2000,56,,1,0,43,315,736187,4
15925,False,72015673,261000.0,19,,2,1.0,1068,67,,1,0,6,172,736187,6
15927,False,72016542,914000.0,31,,3,1.5,2154,68,,2,0,12,89,736187,4
15929,False,72016874,458495.0,38,,3,1.5,1805,168,,0,0,0,269,736187,4
15930,False,72017319,410000.0,12,,3,1.5,1219,104,,0,0,3,43,736187,6
15931,False,72017432,235000.0,23,,2,2.0,1680,15,,1,0,6,195,736187,5
15932,False,72017522,353500.0,19,,3,2.5,1456,25,,0,0,55,118,736187,2
